OBS_DATETIME,STATIONCODE,TEMP,HUMI,WSPD_10,WDIR_10
2023-07-21 05:10:00,CG,27.1,91.0,0.5,115
2023-07-21 05:11:00,CG,27.1,91.0,0.4,99
2023-07-21 05:12:00,CG,27.1,91.0,0.4,126
2023-07-21 05:13:00,CG,,,0.4,121
2023-07-21 05:14:00,CG,27.1,91.0,0.5,127
2023-07-21 05:15:00,CG,27.1,91.0,0.4,122
2023-07-21 05:16:00,CG,27.1,92.0,0.5,114
2023-07-21 05:17:00,CG,,,0.4,114
2023-07-21 05:18:00,CG,,,0.5,108
2023-07-21 05:19:00,CG,27.1,92.0,0.5,111
2023-07-21 05:20:00,CG,27.1,91.0,0.6,113
2023-07-21 05:21:00,CG,27.2,92.0,0.6,117
2023-07-21 05:22:00,CG,27.1,92.0,0.6,119
2023-07-21 05:23:00,CG,27.1,92.0,0.7,123
2023-07-21 05:24:00,CG,27.1,91.0,0.7,122
2023-07-21 05:25:00,CG,27.1,91.0,0.7,122
2023-07-21 05:26:00,CG,27.2,91.0,0.7,123
2023-07-21 05:27:00,CG,27.2,91.0,0.7,131
2023-07-21 05:28:00,CG,27.2,91.0,0.7,137
2023-07-21 05:29:00,CG,27.1,90.0,0.7,146
2023-07-21 05:30:00,CG,27.1,90.0,0.7,153
2023-07-21 05:31:00,CG,27.2,90.0,0.7,154
2023-07-21 05:32:00,CG,27.2,90.0,0.7,154
2023-07-21 05:33:00,CG,27.2,90.0,0.6,165
2023-07-21 05:34:00,CG,27.2,90.0,0.6,173
2023-07-21 05:35:00,CG,27.2,90.0,0.7,175
2023-07-21 05:36:00,CG,27.2,90.0,0.8,179
2023-07-21 05:37:00,CG,27.2,90.0,0.8,176
2023-07-21 05:38:00,CG,27.2,90.0,0.7,182
2023-07-21 05:39:00,CG,27.3,91.0,0.7,183
2023-07-21 05:40:00,CG,27.3,91.0,0.7,187
2023-07-21 05:41:00,CG,27.3,90.0,0.7,195
2023-07-21 05:42:00,CG,27.3,90.0,0.8,195
2023-07-21 05:43:00,CG,27.3,90.0,0.8,192
2023-07-21 05:44:00,CG,27.3,90.0,0.7,192
2023-07-21 05:45:00,CG,27.3,90.0,0.7,195
2023-07-21 05:46:00,CG,27.3,90.0,0.7,198
2023-07-21 05:47:00,CG,27.4,90.0,0.7,199
2023-07-21 05:48:00,CG,27.4,90.0,0.7,195
2023-07-21 05:49:00,CG,27.4,90.0,0.7,195
2023-07-21 05:50:00,CG,27.3,90.0,0.6,198
2023-07-21 05:51:00,CG,27.4,90.0,0.6,199
2023-07-21 05:52:00,CG,27.4,90.0,0.6,202
2023-07-21 05:53:00,CG,27.4,90.0,0.6,202
2023-07-21 05:54:00,CG,27.4,90.0,0.6,200
2023-07-21 05:55:00,CG,27.4,90.0,0.5,199
2023-07-21 05:56:00,CG,27.4,90.0,0.5,197
2023-07-21 05:57:00,CG,27.4,90.0,0.5,193
2023-07-21 05:58:00,CG,27.4,90.0,0.5,192
2023-07-21 05:59:00,CG,27.3,89.0,0.5,187
2023-07-21 06:00:00,CG,27.3,89.0,0.5,179
2023-07-21 06:01:00,CG,27.3,89.0,0.5,173
2023-07-21 06:02:00,CG,27.3,89.0,0.5,168
2023-07-21 06:03:00,CG,27.3,89.0,0.5,166
2023-07-21 06:04:00,CG,,,0.5,164
2023-07-21 06:05:00,CG,27.3,89.0,0.5,160
2023-07-21 06:06:00,CG,27.3,89.0,0.6,157
2023-07-21 06:07:00,CG,27.3,89.0,0.6,155
2023-07-21 06:08:00,CG,27.3,90.0,0.6,154
2023-07-21 06:09:00,CG,27.3,90.0,0.6,154
2023-07-21 06:10:00,CG,27.3,90.0,0.6,154
2023-07-21 06:11:00,CG,27.3,90.0,0.5,160
2023-07-21 06:12:00,CG,27.3,90.0,0.5,163
2023-07-21 06:13:00,CG,27.3,90.0,0.5,166
2023-07-21 06:14:00,CG,27.3,90.0,0.4,168
2023-07-21 06:15:00,CG,27.2,90.0,0.4,166
2023-07-21 06:16:00,CG,27.2,90.0,0.4,164
2023-07-21 06:17:00,CG,27.2,90.0,0.4,163
2023-07-21 06:18:00,CG,27.2,90.0,0.4,167
2023-07-21 06:19:00,CG,27.2,90.0,0.4,173
2023-07-21 06:20:00,CG,27.2,90.0,0.5,176
2023-07-21 06:21:00,CG,27.2,90.0,0.5,173
2023-07-21 06:22:00,CG,27.2,90.0,0.5,171
2023-07-21 06:23:00,CG,27.2,90.0,0.6,168
2023-07-21 06:24:00,CG,27.2,90.0,0.6,165
2023-07-21 06:25:00,CG,27.2,90.0,0.6,167
2023-07-21 06:26:00,CG,27.2,90.0,0.6,169
2023-07-21 06:27:00,CG,27.2,90.0,0.7,169
2023-07-21 06:28:00,CG,27.3,90.0,0.8,167
2023-07-21 06:29:00,CG,27.3,90.0,0.8,162
2023-07-21 06:30:00,CG,27.3,90.0,0.8,160
2023-07-21 06:31:00,CG,27.4,90.0,0.8,160
2023-07-21 06:32:00,CG,27.4,89.0,0.9,160
2023-07-21 06:33:00,CG,27.4,89.0,0.9,162
2023-07-21 06:34:00,CG,27.4,89.0,1.0,167
2023-07-21 06:35:00,CG,27.5,89.0,1.0,171
2023-07-21 06:36:00,CG,27.5,89.0,1.0,174
2023-07-21 06:37:00,CG,27.5,89.0,1.0,179
2023-07-21 06:38:00,CG,27.5,89.0,1.0,179
2023-07-21 06:39:00,CG,27.5,89.0,1.0,179
2023-07-21 06:40:00,CG,27.5,89.0,1.0,178
2023-07-21 06:41:00,CG,27.6,89.0,1.0,175
2023-07-21 06:42:00,CG,27.6,89.0,1.0,174
2023-07-21 06:43:00,CG,27.6,89.0,1.0,170
2023-07-21 06:44:00,CG,27.6,89.0,1.0,167
2023-07-21 06:45:00,CG,27.6,89.0,1.1,165
2023-07-21 06:46:00,CG,27.6,88.0,1.1,166
2023-07-21 06:47:00,CG,27.6,88.0,1.1,165
2023-07-21 06:48:00,CG,,,1.0,163
2023-07-21 06:49:00,CG,27.7,88.0,1.0,154
2023-07-21 06:50:00,CG,27.7,88.0,0.9,157
2023-07-21 06:51:00,CG,27.8,89.0,0.9,151
2023-07-21 06:52:00,CG,27.8,89.0,0.8,154
2023-07-21 06:53:00,CG,27.7,89.0,0.8,152
2023-07-21 06:54:00,CG,27.8,89.0,0.8,149
2023-07-21 06:55:00,CG,27.7,89.0,0.7,146
2023-07-21 06:56:00,CG,27.7,89.0,0.7,141
2023-07-21 06:57:00,CG,27.7,89.0,0.7,138
2023-07-21 06:58:00,CG,27.7,88.0,0.8,137
2023-07-21 06:59:00,CG,27.7,88.0,0.9,146
2023-07-21 07:00:00,CG,27.7,88.0,0.9,141
2023-07-21 07:01:00,CG,27.7,89.0,0.9,149
2023-07-21 07:02:00,CG,27.7,88.0,0.9,146
2023-07-21 07:03:00,CG,27.7,88.0,0.9,152
2023-07-21 07:04:00,CG,27.7,88.0,0.8,157
2023-07-21 07:05:00,CG,27.8,88.0,0.8,161
2023-07-21 07:06:00,CG,27.8,88.0,0.7,158
2023-07-21 07:07:00,CG,27.9,89.0,0.6,159
2023-07-21 07:08:00,CG,27.9,89.0,0.5,161
2023-07-21 07:09:00,CG,27.9,88.0,0.5,162
2023-07-21 07:10:00,CG,27.9,88.0,0.5,165
2023-07-21 07:11:00,CG,28.0,88.0,0.4,160
2023-07-21 07:12:00,CG,28.1,89.0,0.4,159
2023-07-21 07:13:00,CG,28.1,89.0,0.5,156
2023-07-21 07:14:00,CG,28.0,88.0,0.5,153
2023-07-21 07:15:00,CG,28.0,87.0,0.6,150
2023-07-21 07:16:00,CG,27.9,85.0,0.7,154
2023-07-21 07:17:00,CG,28.0,85.0,0.7,156
2023-07-21 07:18:00,CG,28.0,85.0,0.7,158
2023-07-21 07:19:00,CG,28.0,85.0,0.8,166
2023-07-21 07:20:00,CG,28.0,85.0,0.8,168
2023-07-21 07:21:00,CG,28.0,86.0,0.8,172
2023-07-21 07:22:00,CG,28.1,86.0,0.8,169
2023-07-21 07:23:00,CG,28.1,86.0,0.8,167
2023-07-21 07:24:00,CG,28.2,87.0,0.7,168
2023-07-21 07:25:00,CG,28.2,87.0,0.6,163
2023-07-21 07:26:00,CG,28.2,87.0,0.6,160
2023-07-21 07:27:00,CG,28.2,87.0,0.7,155
2023-07-21 07:28:00,CG,28.2,86.0,0.7,149
2023-07-21 07:29:00,CG,28.2,86.0,0.7,137
2023-07-21 07:30:00,CG,28.2,87.0,0.7,134
2023-07-21 07:31:00,CG,28.2,87.0,0.7,132
2023-07-21 07:32:00,CG,28.1,86.0,0.7,142
2023-07-21 07:33:00,CG,28.2,86.0,0.7,145
2023-07-21 07:34:00,CG,28.2,87.0,0.7,143
2023-07-21 07:35:00,CG,28.3,87.0,0.7,145
2023-07-21 07:36:00,CG,28.4,87.0,0.7,148
2023-07-21 07:37:00,CG,28.4,86.0,0.7,155
2023-07-21 07:38:00,CG,28.4,86.0,0.8,159
2023-07-21 07:39:00,CG,28.4,85.0,0.8,166
2023-07-21 07:40:00,CG,28.5,85.0,0.8,171
2023-07-21 07:41:00,CG,28.6,87.0,0.8,158
2023-07-21 07:42:00,CG,28.7,86.0,0.8,147
2023-07-21 07:43:00,CG,28.9,87.0,0.8,142
2023-07-21 07:44:00,CG,28.9,86.0,0.8,142
2023-07-21 07:45:00,CG,29.0,85.0,0.9,138
2023-07-21 07:46:00,CG,29.0,84.0,0.8,134
2023-07-21 07:47:00,CG,29.0,84.0,0.8,129
2023-07-21 07:48:00,CG,,,0.7,124
2023-07-21 07:49:00,CG,28.9,83.0,0.7,120
2023-07-21 07:50:00,CG,28.9,83.0,0.8,113
2023-07-21 07:51:00,CG,28.9,83.0,0.8,120
2023-07-21 07:52:00,CG,29.0,84.0,0.8,121
2023-07-21 07:53:00,CG,29.0,84.0,0.9,124
2023-07-21 07:54:00,CG,29.0,83.0,1.0,121
2023-07-21 07:55:00,CG,29.0,83.0,1.0,124
2023-07-21 07:56:00,CG,29.0,82.0,1.1,127
2023-07-21 07:57:00,CG,29.0,83.0,1.1,130
2023-07-21 07:58:00,CG,29.0,83.0,1.1,130
2023-07-21 07:59:00,CG,29.0,83.0,1.1,127
2023-07-21 08:00:00,CG,29.0,82.0,1.0,126
2023-07-21 08:01:00,CG,29.0,82.0,1.0,130
2023-07-21 08:02:00,CG,29.1,82.0,1.1,144
2023-07-21 08:03:00,CG,29.1,82.0,1.0,153
2023-07-21 08:04:00,CG,29.1,82.0,1.0,169
2023-07-21 08:05:00,CG,29.1,83.0,0.9,185
2023-07-21 08:06:00,CG,29.3,83.0,0.7,179
2023-07-21 08:07:00,CG,29.6,82.0,0.7,176
2023-07-21 08:08:00,CG,29.8,82.0,0.7,190
2023-07-21 08:09:00,CG,29.9,81.0,0.6,183
2023-07-21 08:10:00,CG,30.0,81.0,0.6,181
2023-07-21 08:11:00,CG,30.3,82.0,0.6,189
2023-07-21 08:12:00,CG,30.3,79.0,0.7,182
2023-07-21 08:13:00,CG,30.3,79.0,0.6,179
2023-07-21 08:14:00,CG,30.4,80.0,0.6,174
2023-07-21 08:15:00,CG,30.4,79.0,0.8,163
2023-07-21 08:16:00,CG,30.3,78.0,0.8,170
2023-07-21 08:17:00,CG,30.1,78.0,0.8,161
2023-07-21 08:18:00,CG,30.2,79.0,0.8,156
2023-07-21 08:19:00,CG,30.3,80.0,0.8,156
2023-07-21 08:20:00,CG,30.4,78.0,0.8,153
2023-07-21 08:21:00,CG,30.5,78.0,0.8,151
2023-07-21 08:22:00,CG,30.6,77.0,0.7,148
2023-07-21 08:23:00,CG,30.6,76.0,0.6,145
2023-07-21 08:24:00,CG,30.6,78.0,0.7,147
2023-07-21 08:25:00,CG,30.6,75.0,0.6,149
2023-07-21 08:26:00,CG,30.4,74.0,0.6,146
2023-07-21 08:27:00,CG,30.3,78.0,0.7,152
2023-07-21 08:28:00,CG,30.1,77.0,0.8,155
2023-07-21 08:29:00,CG,29.9,77.0,0.9,157
2023-07-21 08:30:00,CG,29.8,78.0,1.0,156
2023-07-21 08:31:00,CG,29.7,79.0,1.1,156
2023-07-21 08:32:00,CG,29.6,78.0,1.1,156
2023-07-21 08:33:00,CG,29.6,79.0,1.2,157
2023-07-21 08:34:00,CG,29.5,80.0,1.1,161
2023-07-21 08:35:00,CG,29.4,80.0,1.2,165
2023-07-21 08:36:00,CG,29.3,80.0,1.1,173
2023-07-21 08:37:00,CG,29.2,80.0,1.1,179
2023-07-21 08:38:00,CG,29.1,80.0,1.0,190
2023-07-21 08:39:00,CG,29.1,81.0,0.9,208
2023-07-21 08:40:00,CG,29.2,80.0,0.8,200
2023-07-21 08:41:00,CG,29.3,81.0,0.7,181
2023-07-21 08:42:00,CG,29.4,81.0,0.7,194
2023-07-21 08:43:00,CG,29.4,80.0,0.8,204
2023-07-21 08:44:00,CG,29.3,79.0,0.7,218
2023-07-21 08:45:00,CG,29.3,79.0,0.7,232
2023-07-21 08:46:00,CG,29.3,79.0,0.7,127
2023-07-21 08:47:00,CG,29.4,80.0,0.7,116
2023-07-21 08:48:00,CG,29.4,82.0,0.8,124
2023-07-21 08:49:00,CG,,,0.8,137
2023-07-21 08:50:00,CG,29.4,81.0,0.8,136
2023-07-21 08:51:00,CG,29.6,81.0,0.8,126
2023-07-21 08:52:00,CG,29.8,80.0,0.7,113
2023-07-21 08:53:00,CG,30.0,80.0,0.7,111
2023-07-21 08:54:00,CG,30.0,79.0,0.8,99
2023-07-21 08:55:00,CG,30.1,79.0,0.9,103
2023-07-21 08:56:00,CG,30.0,79.0,0.8,102
2023-07-21 08:57:00,CG,29.9,81.0,0.9,104
2023-07-21 08:58:00,CG,29.9,79.0,0.8,104
2023-07-21 08:59:00,CG,29.8,78.0,0.9,102
2023-07-21 09:00:00,CG,29.8,78.0,0.8,106
2023-07-21 09:01:00,CG,29.8,79.0,0.9,106
2023-07-21 09:02:00,CG,30.0,80.0,0.9,102
2023-07-21 09:03:00,CG,30.1,82.0,0.8,107
2023-07-21 09:04:00,CG,30.2,81.0,0.8,109
2023-07-21 09:05:00,CG,30.3,80.0,0.8,110
2023-07-21 09:06:00,CG,30.4,80.0,0.8,105
2023-07-21 09:07:00,CG,30.6,79.0,0.9,102
2023-07-21 09:08:00,CG,30.7,78.0,0.9,101
2023-07-21 09:09:00,CG,30.6,77.0,1.0,95
2023-07-21 09:10:00,CG,30.7,78.0,1.1,94
2023-07-21 09:11:00,CG,30.7,76.0,1.2,94
2023-07-21 09:12:00,CG,30.5,78.0,1.3,99
2023-07-21 09:13:00,CG,30.4,78.0,1.4,95
2023-07-21 09:14:00,CG,30.4,78.0,1.4,94
2023-07-21 09:15:00,CG,30.4,79.0,1.3,100
2023-07-21 09:16:00,CG,30.5,80.0,1.4,105
2023-07-21 09:17:00,CG,30.5,78.0,1.4,108
2023-07-21 09:18:00,CG,30.5,77.0,1.3,108
2023-07-21 09:19:00,CG,30.6,79.0,1.3,109
2023-07-21 09:20:00,CG,30.7,79.0,1.1,112
2023-07-21 09:21:00,CG,30.8,79.0,1.0,112
2023-07-21 09:22:00,CG,30.9,79.0,0.9,113
2023-07-21 09:23:00,CG,31.0,79.0,0.8,121
2023-07-21 09:24:00,CG,31.1,78.0,0.8,125
2023-07-21 09:25:00,CG,31.1,77.0,0.8,125
2023-07-21 09:26:00,CG,31.0,76.0,0.7,122
2023-07-21 09:29:00,CG,31.4,77.0,0.7,134
2023-07-21 09:32:00,CG,31.3,75.0,0.8,129
2023-07-21 09:33:00,CG,31.4,76.0,0.8,129
2023-07-21 09:34:00,CG,31.5,76.0,0.8,130
2023-07-21 09:35:00,CG,31.6,76.0,0.9,125
2023-07-21 09:36:00,CG,31.6,73.0,1.0,126
2023-07-21 09:37:00,CG,31.5,73.0,1.1,122
2023-07-21 09:38:00,CG,31.4,76.0,1.1,117
2023-07-21 09:42:00,CG,31.3,76.0,1.3,121
2023-07-21 09:43:00,CG,31.3,77.0,1.3,115
2023-07-21 09:44:00,CG,31.4,74.0,1.5,112
2023-07-21 09:45:00,CG,31.2,72.0,1.4,113
2023-07-21 09:46:00,CG,31.0,74.0,1.4,110
2023-07-21 09:47:00,CG,30.8,74.0,1.3,117
2023-07-21 09:48:00,CG,30.7,75.0,1.3,121
2023-07-21 09:49:00,CG,30.7,75.0,1.2,119
2023-07-21 09:50:00,CG,30.8,76.0,1.1,117
2023-07-21 09:51:00,CG,31.0,76.0,1.0,125
2023-07-21 09:52:00,CG,31.1,76.0,1.0,125
2023-07-21 09:53:00,CG,31.2,76.0,1.1,126
2023-07-21 09:54:00,CG,31.4,75.0,0.9,129
2023-07-21 09:55:00,CG,31.4,75.0,0.9,123
2023-07-21 09:56:00,CG,31.5,76.0,0.9,125
2023-07-21 09:57:00,CG,31.6,75.0,0.9,118
2023-07-21 09:58:00,CG,31.7,74.0,1.0,116
2023-07-21 09:59:00,CG,31.7,73.0,1.1,116
2023-07-21 10:00:00,CG,31.6,74.0,1.2,114
2023-07-21 10:01:00,CG,31.7,74.0,1.3,106
2023-07-21 10:02:00,CG,31.6,73.0,1.3,105
2023-07-21 10:03:00,CG,31.7,75.0,1.4,107
2023-07-21 10:04:00,CG,31.9,74.0,1.4,106
2023-07-21 10:05:00,CG,31.8,74.0,1.4,113
2023-07-21 10:06:00,CG,31.7,73.0,1.4,121
2023-07-21 10:07:00,CG,31.7,73.0,1.3,125
2023-07-21 10:08:00,CG,31.7,72.0,1.2,124
2023-07-21 10:09:00,CG,,,1.2,126
2023-07-21 10:10:00,CG,31.8,70.0,1.2,129
2023-07-21 10:11:00,CG,31.9,72.0,1.2,130
2023-07-21 10:12:00,CG,31.8,72.0,1.3,130
2023-07-21 10:13:00,CG,31.6,71.0,1.4,133
2023-07-21 10:14:00,CG,31.6,73.0,1.4,133
2023-07-21 10:15:00,CG,31.7,75.0,1.3,136
2023-07-21 10:16:00,CG,31.8,75.0,1.3,130
2023-07-21 10:17:00,CG,31.9,72.0,1.4,130
2023-07-21 10:18:00,CG,31.9,72.0,1.4,129
2023-07-21 10:19:00,CG,32.1,72.0,1.4,125
2023-07-21 10:20:00,CG,32.1,71.0,1.5,124
2023-07-21 10:21:00,CG,,,1.4,123
2023-07-21 10:22:00,CG,31.8,73.0,1.2,121
2023-07-21 10:23:00,CG,31.9,74.0,1.1,120
2023-07-21 10:24:00,CG,32.0,73.0,1.1,119
2023-07-21 10:25:00,CG,31.9,70.0,1.2,112
2023-07-21 10:26:00,CG,31.9,72.0,1.3,111
2023-07-21 10:27:00,CG,31.6,69.0,1.3,106
2023-07-21 10:28:00,CG,31.6,74.0,1.3,108
2023-07-21 10:29:00,CG,31.7,74.0,1.1,115
2023-07-21 10:30:00,CG,31.9,74.0,1.1,116
2023-07-21 10:31:00,CG,31.9,72.0,1.0,120
2023-07-21 10:32:00,CG,32.0,71.0,1.0,129
2023-07-21 10:33:00,CG,31.8,70.0,1.0,131
2023-07-21 10:34:00,CG,31.9,71.0,1.0,129
2023-07-21 10:35:00,CG,32.0,73.0,0.9,130
2023-07-21 10:36:00,CG,,,0.8,135
2023-07-21 10:37:00,CG,32.0,74.0,0.7,133
2023-07-21 10:38:00,CG,32.1,74.0,0.8,131
2023-07-21 10:39:00,CG,32.2,71.0,0.9,123
2023-07-21 10:40:00,CG,32.3,70.0,0.8,124
2023-07-21 10:41:00,CG,32.4,70.0,0.8,130
2023-07-21 10:42:00,CG,32.4,69.0,0.8,125
2023-07-21 10:43:00,CG,32.3,70.0,0.9,121
2023-07-21 10:44:00,CG,32.3,71.0,0.9,109
2023-07-21 10:45:00,CG,32.3,70.0,0.8,110
2023-07-21 10:46:00,CG,32.3,70.0,0.8,134
2023-07-21 10:47:00,CG,,,0.9,140
2023-07-21 10:48:00,CG,32.1,69.0,0.9,139
2023-07-21 10:49:00,CG,32.0,69.0,1.1,136
2023-07-21 10:50:00,CG,31.9,68.0,1.2,128
2023-07-21 10:51:00,CG,31.6,70.0,1.3,137
2023-07-21 10:52:00,CG,31.7,70.0,1.3,132
2023-07-21 10:53:00,CG,31.7,71.0,1.3,138
2023-07-21 10:54:00,CG,31.8,71.0,1.2,140
2023-07-21 10:55:00,CG,31.9,70.0,1.2,136
2023-07-21 10:56:00,CG,32.0,70.0,1.2,133
2023-07-21 10:57:00,CG,32.1,69.0,1.1,132
2023-07-21 10:58:00,CG,32.2,71.0,1.0,131
2023-07-21 10:59:00,CG,32.3,71.0,0.8,118
2023-07-21 11:00:00,CG,32.2,69.0,0.7,120
2023-07-21 11:01:00,CG,32.1,69.0,0.7,124
2023-07-21 11:02:00,CG,32.1,71.0,0.6,128
2023-07-21 11:03:00,CG,32.1,70.0,0.7,122
2023-07-21 11:04:00,CG,32.1,72.0,0.9,123
2023-07-21 11:05:00,CG,31.9,68.0,1.1,122
2023-07-21 11:06:00,CG,31.7,69.0,1.2,123
2023-07-21 11:07:00,CG,31.6,70.0,1.4,123
2023-07-21 11:08:00,CG,31.5,72.0,1.5,122
2023-07-21 11:09:00,CG,31.5,72.0,1.7,126
2023-07-21 11:10:00,CG,31.4,73.0,1.7,123
2023-07-21 11:11:00,CG,31.6,73.0,1.7,124
2023-07-21 11:12:00,CG,31.7,73.0,1.9,123
2023-07-21 11:13:00,CG,31.6,72.0,1.9,124
2023-07-21 11:14:00,CG,31.5,72.0,1.9,123
2023-07-21 11:15:00,CG,31.4,70.0,1.8,125
2023-07-21 11:16:00,CG,31.5,73.0,1.7,126
2023-07-21 11:17:00,CG,31.5,74.0,1.7,125
2023-07-21 11:18:00,CG,31.6,72.0,1.7,124
2023-07-21 11:19:00,CG,31.6,70.0,1.6,124
2023-07-21 11:20:00,CG,31.6,69.0,1.7,127
2023-07-21 11:21:00,CG,31.5,72.0,1.7,125
2023-07-21 11:22:00,CG,31.5,72.0,1.7,121
2023-07-21 11:23:00,CG,31.4,73.0,1.8,114
2023-07-21 11:24:00,CG,31.4,72.0,1.8,114
2023-07-21 11:25:00,CG,31.2,73.0,1.9,109
2023-07-21 11:26:00,CG,,,1.9,105
2023-07-21 11:27:00,CG,31.2,73.0,2.1,105
2023-07-21 11:28:00,CG,31.1,71.0,2.1,103
2023-07-21 11:29:00,CG,31.1,73.0,2.1,101
2023-07-21 11:30:00,CG,31.1,73.0,2.2,97
2023-07-21 11:31:00,CG,31.0,73.0,2.4,99
2023-07-21 11:32:00,CG,31.0,72.0,2.3,100
2023-07-21 11:33:00,CG,31.1,74.0,2.3,102
2023-07-21 11:34:00,CG,31.1,73.0,2.4,101
2023-07-21 11:35:00,CG,31.1,72.0,2.4,103
2023-07-21 11:36:00,CG,31.1,72.0,2.5,104
2023-07-21 11:37:00,CG,,,2.5,103
2023-07-21 11:38:00,CG,31.3,74.0,2.4,105
2023-07-21 11:39:00,CG,31.4,73.0,2.4,106
2023-07-21 11:40:00,CG,31.4,72.0,2.2,112
2023-07-21 11:41:00,CG,31.5,73.0,2.1,113
2023-07-21 11:42:00,CG,31.6,73.0,2.0,114
2023-07-21 11:43:00,CG,31.8,72.0,2.0,116
2023-07-21 11:44:00,CG,31.7,68.0,1.9,119
2023-07-21 11:45:00,CG,31.7,69.0,2.0,120
2023-07-21 11:46:00,CG,31.6,70.0,2.1,118
2023-07-21 11:47:00,CG,31.6,71.0,2.0,120
2023-07-21 11:48:00,CG,31.7,72.0,1.9,120
2023-07-21 11:49:00,CG,31.7,72.0,1.9,120
2023-07-21 11:50:00,CG,31.7,69.0,2.1,116
2023-07-21 11:51:00,CG,31.6,70.0,2.1,114
2023-07-21 11:52:00,CG,31.6,72.0,2.1,114
2023-07-21 11:53:00,CG,31.8,73.0,2.0,111
2023-07-21 11:54:00,CG,31.9,70.0,2.0,108
2023-07-21 11:55:00,CG,31.9,70.0,1.8,108
2023-07-21 11:56:00,CG,31.9,69.0,1.8,108
2023-07-21 11:57:00,CG,31.8,71.0,1.8,108
2023-07-21 11:58:00,CG,31.8,68.0,1.9,109
2023-07-21 11:59:00,CG,31.8,69.0,1.9,108
2023-07-21 12:00:00,CG,31.8,70.0,1.9,109
2023-07-21 12:01:00,CG,31.8,67.0,1.9,110
2023-07-21 12:02:00,CG,,,1.9,111
2023-07-21 12:03:00,CG,,,2.0,112
2023-07-21 12:04:00,CG,31.6,70.0,2.0,113
2023-07-21 12:05:00,CG,31.5,71.0,2.1,114
2023-07-21 12:06:00,CG,31.5,71.0,2.0,115
2023-07-21 12:07:00,CG,31.6,70.0,2.1,114
2023-07-21 12:08:00,CG,31.6,70.0,2.1,113
2023-07-21 12:09:00,CG,31.5,70.0,2.1,114
2023-07-21 12:10:00,CG,31.5,70.0,2.0,114
2023-07-21 12:11:00,CG,31.5,71.0,2.0,114
2023-07-21 12:12:00,CG,31.6,71.0,2.0,112
2023-07-21 12:13:00,CG,31.7,72.0,2.0,111
2023-07-21 12:14:00,CG,31.8,72.0,1.9,112
2023-07-21 12:15:00,CG,32.0,71.0,1.8,113
2023-07-21 12:16:00,CG,32.0,70.0,1.8,111
2023-07-21 12:17:00,CG,32.0,71.0,1.7,111
2023-07-21 12:18:00,CG,31.9,70.0,1.7,111
2023-07-21 12:19:00,CG,31.9,69.0,1.7,110
2023-07-21 12:20:00,CG,31.9,69.0,1.7,109
2023-07-21 12:21:00,CG,31.8,70.0,1.6,108
2023-07-21 12:22:00,CG,31.8,69.0,1.6,109
2023-07-21 12:23:00,CG,31.8,70.0,1.6,108
2023-07-21 12:24:00,CG,31.8,70.0,1.6,109
2023-07-21 12:25:00,CG,31.7,70.0,1.7,108
2023-07-21 12:26:00,CG,31.6,71.0,1.7,110
2023-07-21 12:27:00,CG,31.5,70.0,1.7,110
2023-07-21 12:28:00,CG,31.4,72.0,1.6,112
2023-07-21 12:29:00,CG,31.4,70.0,1.6,114
2023-07-21 12:30:00,CG,31.3,70.0,1.6,111
2023-07-21 12:31:00,CG,31.3,72.0,1.6,110
2023-07-21 12:32:00,CG,31.4,72.0,1.6,115
2023-07-21 12:33:00,CG,31.4,71.0,1.6,118
2023-07-21 12:34:00,CG,31.5,70.0,1.6,117
2023-07-21 12:35:00,CG,31.5,70.0,1.6,116
2023-07-21 12:36:00,CG,31.6,70.0,1.7,114
2023-07-21 12:37:00,CG,,,1.7,112
2023-07-21 12:38:00,CG,31.6,70.0,1.8,111
2023-07-21 12:39:00,CG,31.6,68.0,1.8,109
2023-07-21 12:40:00,CG,31.7,70.0,1.8,112
2023-07-21 12:41:00,CG,31.9,70.0,1.9,113
2023-07-21 12:42:00,CG,31.8,69.0,2.0,107
2023-07-21 12:43:00,CG,31.7,69.0,2.0,102
2023-07-21 12:44:00,CG,31.7,71.0,1.9,104
2023-07-21 12:45:00,CG,31.8,71.0,1.9,105
2023-07-21 12:46:00,CG,32.0,69.0,1.8,106
2023-07-21 12:47:00,CG,32.0,67.0,1.9,108
2023-07-21 12:48:00,CG,,,1.8,107
2023-07-21 12:49:00,CG,32.1,66.0,1.8,108
2023-07-21 12:50:00,CG,32.1,68.0,1.8,108
2023-07-21 12:51:00,CG,32.2,69.0,1.7,108
2023-07-21 12:52:00,CG,32.3,68.0,1.7,113
2023-07-21 12:53:00,CG,32.4,67.0,1.6,116
2023-07-21 12:54:00,CG,32.5,67.0,1.8,111
2023-07-21 12:55:00,CG,32.4,65.0,1.8,111
2023-07-21 12:56:00,CG,32.2,68.0,1.8,111
2023-07-21 12:57:00,CG,32.2,69.0,1.7,112
2023-07-21 12:58:00,CG,32.3,69.0,1.6,115
2023-07-21 12:59:00,CG,32.3,69.0,1.5,117
2023-07-21 13:00:00,CG,32.5,69.0,1.4,121
2023-07-21 13:01:00,CG,32.6,67.0,1.4,131
2023-07-21 13:02:00,CG,32.7,65.0,1.3,135
2023-07-21 13:03:00,CG,32.8,62.0,1.3,141
2023-07-21 13:04:00,CG,32.8,63.0,1.1,134
